Experiement  date published(based on article),container Material,How Submerged,Temp(C),Time(Min),Starting Cell Count(Log CFU/g),Cell Count(Log CFU/g),Dataset Origin
2021-FSIS-Guideline,pastic,entirely,65.5,2.7,9,2.9,
2021-FSIS-Guideline,pastic,entirely,66.1,2.1,9,2.9,
2021-FSIS-Guideline,pastic,entirely,66.7,1.5,9,2.9,
2021-FSIS-Guideline,pastic,entirely,67.2,1.2,9,2.9,
2021-FSIS-Guideline,pastic,entirely,67.8,0.93,9,2.9,
2021-FSIS-Guideline,pastic,entirely,68.3,0.74,9,2.9,
2021-FSIS-Guideline,pastic,entirely,68.9,0.58,9,2.9,
2021-FSIS-Guideline,pastic,entirely,69.4,0.46,9,2.9,
2021-FSIS-Guideline,pastic,entirely,70.0,0.36,9,2.9,
2021-FSIS-Guideline,pastic,entirely,70.6,0.28,9,2.9,
2021-FSIS-Guideline,pastic,entirely,71.1,0.23,9,2.9,
2021-FSIS-Guideline,pastic,entirely,71.7,0.18,9,2.9,
